id,type,smelly,lines_code,lines_blank,lines_comment,num_keys,num_suspicious_comments,num_tokens,text_entropy,num_imports,num_inputs,num_interfaces,num_node_templates,num_node_types,num_parameters,num_properties,num_relationship_templates,num_relationship_types,num_shell_scripts
2579,"{'starlings.relationships.DependsOnDockerVolume': {'derived_from': 'tosca.relationships.DependsOn', 'valid_target_types': ['starlings.capabilities.DockerVolume'], 'attributes': {'host_path': {'get_operation_output': ['SELF', 'Configure', 'post_configure_target', 'HOST_PATH']}}, 'interfaces': {'Configure': {'post_configure_target': {'inputs': {'HOST_PATH': {'get_property': ['TARGET', 'host_path']}, 'TARGET_DIRECTORY': {'get_property': ['SOURCE', 'target_directory']}}, 'implementation': 'scripts/publisher_configure_copy_directories.sh'}}}, 'artifacts': [{'utils_scripts': {'type': 'tosca.artifacts.File', 'file': 'utils_scripts'}}]}}",,28.0,0.0,0.0,19.0,0.0,32.0,4.62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
768,"{'tosca.nodes.Database': {'metadata': {'puccini.normative': 'true', 'specification.citation': '[TOSCA-Simple-Profile-YAML-v1.2]', 'specification.location': '5.9.8'}, 'description': 'The TOSCA Database node represents a logical database that can be managed and hosted by a TOSCA DBMS node.', 'derived_from': 'tosca.nodes.Root', 'properties': {'name': {'description': 'The logical database Name.', 'type': 'string'}, 'port': {'description': 'The port the database service will use to listen for incoming data and requests.', 'type': 'integer', 'required': False}, 'user': {'description': 'The special user account used for database administration.', 'type': 'string', 'required': False}, 'password': {'description': ""The password associated with the user account provided in the 'user' property."", 'type': 'string', 'required': False}}, 'capabilities': {'database_endpoint': {'type': 'tosca.capabilities.Endpoint.Database'}}, 'requirements': [{'host': {'capability': 'tosca.capabilities.Compute', 'node': 'tosca.nodes.DBMS', 'relationship': 'tosca.relationships.HostedOn'}}]}}",,34.0,0.0,0.0,31.0,0.0,103.0,5.87,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
2739,{'key': '{}'},,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2429,"{'my.relationships.ConnectsToWebUI': {'derived_from': 'tosca.relationships.ConnectsTo', 'properties': {'target_ip': {'type': 'string'}}, 'interfaces': {'Configure': {'post_configure_source': {'inputs': {'target_ip': {'type': 'string'}}, 'implementation': 'scripts/my_script.sh'}}}}}",,12.0,0.0,0.0,12.0,0.0,16.0,3.62,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1279,"{'org.ystia.yorc.alien4cloud.nodes.YorcPlugin': {'description': 'Upload Yorc orchestrator plugin\n', 'derived_from': 'org.alien4cloud.alien4cloud.config.pub.nodes.OrchestratorConfigurator', 'requirements': [{'yorc': {'capability': 'org.ystia.yorc.pub.capabilities.YorcRestAPI', 'relationship': 'org.ystia.yorc.alien4cloud.relationships.ConnectsToYorc', 'occurrences': [1, 1]}}], 'attributes': {'orchestratorId': {'get_operation_output': ['SELF', 'Standard', 'start', 'orchestratorId']}}, 'properties': {'download_url': {'description': 'The URL used to download the Yorc plugin zip.', 'type': 'string', 'required': True, 'default': 'https://dl.bintray.com/ystia/yorc-a4c-plugin/releases/alien4cloud-yorc-plugin-3.1.0.zip'}, 'name': {'type': 'string', 'required': True, 'default': 'Yorc'}, 'discriminator': {'type': 'string', 'description': 'a prefix for all deployments', 'required': True, 'default': 'YourInitials'}, 'pluginId': {'type': 'string', 'required': True, 'default': 'alien4cloud-yorc-plugin'}, 'pluginBean': {'type': 'string', 'required': True, 'default': 'yorc-orchestrator-factory'}, 'yorc_address_ha': {'type': 'string', 'required': False}}, 'interfaces': {'Standard': {'start': {'inputs': {'alien_user': {'get_property': ['HOST', 'rest', 'user']}, 'alien_password': {'get_property': ['HOST', 'rest', 'password']}, 'alien_url': {'get_attribute': ['HOST', 'alien_url']}, 'download_url': {'get_property': ['SELF', 'download_url']}, 'orchestrator_name': {'get_property': ['SELF', 'name']}, 'pluginId': {'get_property': ['SELF', 'pluginId']}, 'pluginBean': {'get_property': ['SELF', 'pluginBean']}, 'discriminator': {'get_property': ['SELF', 'discriminator']}}, 'implementation': 'playbook/start.yml'}}}}}",,82.0,0.0,0.0,58.0,0.0,121.0,5.66,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
2214,"{'test_type': {'derived_from': 'cloudify.nodes.Root', 'properties': {'test_property': {'default': 'test_property_default_value'}}}}",,5.0,0.0,0.0,5.0,0.0,7.0,2.81,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2184,"{'draco.nodes.PaaS': {'derived_from': 'tosca.nodes.Compute', 'version': 1.0, 'description': 'This node type extends the normative node type ""Compute"", and  permits detailing the features of a PaaS offering.\n', 'capabilities': {'host': {'type': 'draco.capabilities.Hosting'}, 'scalable': {'type': 'draco.capabilities.Scalable'}}}}",,10.0,0.0,0.0,9.0,0.0,31.0,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,"{'vcloud_configuration': {'derived_from': 'cloudify.nodes.Root', 'properties': {'vcloud_config': {}}}}",,4.0,0.0,0.0,4.0,0.0,5.0,2.32,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2786,"{'aspide.relationships.OutputTo': {'derived_from': 'tosca.relationships.Root', 'valid_target_types': ['aspide.capabilities.DataOutput'], 'properties': {'path': {'type': 'string', 'required': True, 'description': 'Specifies where the volume is mounted inside the node.', 'default': '/home/aspide'}}}}",,10.0,0.0,0.0,9.0,0.0,23.0,4.44,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1468,"{'org.ystia.yorc.samples.kube.containers.nodes.Apache': {'derived_from': 'tosca.nodes.Container.Application.DockerContainer', 'capabilities': {'http_endpoint': {'type': 'org.ystia.yorc.samples.kube.containers.capabilities.Http'}}, 'interfaces': {'Standard': {'create': {'implementation': {'file': 'httpd:latest', 'repository': 'docker', 'type': 'tosca.artifacts.Deployment.Image.Container.Docker'}}}}}}",,12.0,0.0,0.0,12.0,0.0,17.0,3.97,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,"{'org.alien4cloud.nodes.AuroraScheduler': {'derived_from': 'tosca.nodes.SoftwareComponent', 'description': 'Aurora Scheduler\n', 'tags': {'icon': 'images/aurora_icon.png'}, 'properties': {'cluster_name': {'type': 'string', 'required': True, 'default': 'devcluster'}}, 'attributes': {'external_url': {'concat': ['http://', {'get_attribute': ['HOST', 'public_ip_address']}, ':8081/scheduler']}}, 'requirements': [{'host': {'capability': 'org.alien4cloud.capabilities.MesosMaster', 'relationship': 'org.alien4cloud.relationships.AuroraSchedulerHostedOnMaster', 'occurrences': [1, 1], 'node_filter': {'properties': [{'component_version': {'equal': '0.25.0-0.2.70'}}]}}}], 'interfaces': {'Standard': {'create': {'inputs': {'OS': {'get_property': ['HOST', 'os', 'distribution']}}, 'implementation': 'scripts/install_scheduler.sh'}, 'configure': {'inputs': {'AURORA_ZK_ENDPOINTS': {'get_attribute': ['HOST', 'zk_endpoints']}, 'AURORA_MESOS_MASTER': {'get_attribute': ['HOST', 'master_url']}, 'AURORA_CLUSTER_NAME': {'get_property': ['SELF', 'cluster_name']}, 'HOSTNAME': {'get_attribute': ['HOST', 'public_ip_address']}}, 'implementation': 'scripts/configure_scheduler.sh'}, 'start': {'inputs': {'OS': {'get_property': ['HOST', 'os', 'distribution']}}, 'implementation': 'scripts/start_scheduler.sh'}, 'stop': {'inputs': {'OS': {'get_property': ['HOST', 'os', 'distribution']}}, 'implementation': 'scripts/stop_scheduler.sh'}}}}}",,74.0,0.0,0.0,51.0,0.0,88.0,5.62,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0
2341,{'tosca.relationships.DependsOn': {'derived_from': 'tosca.relationships.Root'}},,2.0,0.0,0.0,2.0,0.0,3.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1820,"{'tosca.nodes.LoadBalancer': {'derived_from': 'tosca.nodes.Root', 'properties': {'algorithm': {'type': 'string', 'required': False, 'status': 'experimental'}}, 'capabilities': {'client': {'type': 'tosca.capabilities.Endpoint.Public', 'occurrences': [0, 'UNBOUNDED'], 'description': 'the Floating (IP) clients on the public network can connect to'}}, 'requirements': [{'application': {'capability': 'tosca.capabilities.Endpoint', 'relationship': 'tosca.relationships.RoutesTo', 'occurrences': [0, 'UNBOUNDED']}}]}}",,21.0,0.0,0.0,17.0,0.0,39.0,5.03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
831,"{'org.alien4cloud.kubernetes.api.types.Deployment': {'description': 'null', 'derived_from': 'org.alien4cloud.kubernetes.api.types.AbstractDeployment'}}",,3.0,0.0,0.0,3.0,0.0,5.0,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2496,"{'org.alien4cloud.cloudify.hostpool.awsfeeder.relationships.HostpoolFeederConnectToHostpool': {'derived_from': 'tosca.relationships.ConnectsTo', 'valid_target_types': ['org.alien4cloud.cloudify.hostpool.pub.capabilities.HostPoolServiceApi'], 'interfaces': {'Configure': {'add_target': {'inputs': {'ANSIBLE_VERBOSE': False, 'PLAYBOOK_ENTRY': 'hostpool_connected.yml', 'aws_access_key': {'get_property': ['SOURCE', 'aws_access_key']}, 'aws_secret_key': {'get_property': ['SOURCE', 'aws_secret_key']}, 'key_name': {'get_property': ['SOURCE', 'key_name']}, 'key_content': {'get_property': ['SOURCE', 'key_content']}, 'region': {'get_property': ['SOURCE', 'region']}, 'instance_name': {'get_property': ['SOURCE', 'instance_name']}, 'instance_count': {'get_property': ['SOURCE', 'instance_count']}, 'host_per_instance': {'get_property': ['SOURCE', 'host_per_instance']}, 'instance_username': {'get_property': ['SOURCE', 'instance_username']}, 'instance_groups': {'get_property': ['SOURCE', 'instance_groups']}, 'instance_image': {'get_property': ['SOURCE', 'instance_image']}, 'instance_type': {'get_property': ['SOURCE', 'instance_type']}, 'instance_os': {'get_property': ['SOURCE', 'instance_os']}, 'hostpool_url': {'concat': [{'get_property': ['TARGET', 'cloudify_hostpool', 'protocol']}, '://', {'get_attribute': ['TARGET', 'cloudify_hostpool', 'ip_address']}, ':', {'get_property': ['TARGET', 'cloudify_hostpool', 'port']}]}}, 'implementation': 'playbook/playbook.ansible'}}}}}",,79.0,0.0,0.0,41.0,0.0,83.0,4.66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2641,"{'tosca.relationships.AttachTo': {'derived_from': 'tosca.relationships.Root', 'valid_target_types': ['tosca.capabilities.Attachment']}}",,4.0,0.0,0.0,3.0,0.0,5.0,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1345,"{'org.ystia.yorc.location.HostsPoolConfig': {'derived_from': 'org.ystia.yorc.pub.location.HostsPoolConfig', 'interfaces': {'Standard': {'start': {'inputs': {'YORC_CONFIG_DIR': {'get_property': ['REQ_TARGET', 'yorc', 'config_dir']}, 'YORC_INSTALL_DIR': {'get_property': ['REQ_TARGET', 'yorc', 'install_dir']}, 'LOCATION_NAME': {'get_property': ['SELF', 'location_name']}}, 'implementation': 'playbooks/apply_hostspool.yml'}}}, 'requirements': [{'yorc': {'capability': 'org.ystia.yorc.pub.capabilities.YorcConfigContainer', 'relationship': 'org.ystia.yorc.linux.ansible.relationships.YorcConfigHostsPoolHostedOnYorc'}}, {'vault': {'capability': 'org.alien4cloud.vault.pub.capabilities.VaultServer', 'relationship': 'org.ystia.yorc.linux.ansible.relationships.HostsPoolSecretsOnVault', 'occurrences': [0, 1]}}]}}",,31.0,0.0,0.0,21.0,0.0,37.0,4.79,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1796,"{'tosca.nodes.MiCADO.Occopus.Nova.Compute': {'derived_from': 'tosca.nodes.MiCADO.Compute', 'properties': {'cloud': {'type': 'tosca.datatypes.MiCADO.Occopus.Cloud'}}, 'capabilities': {'host': {'type': 'tosca.capabilities.MiCADO.Occopus.Nova.Cloud'}}}}",,8.0,0.0,0.0,8.0,0.0,11.0,3.28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2251,"{'tosca.nodes.indigo.LRMS.WorkerNode.Slurm': {'derived_from': 'tosca.nodes.indigo.LRMS.WorkerNode', 'artifacts': {'slurm_role': {'file': 'indigo-dc.slurm', 'type': 'tosca.artifacts.AnsibleGalaxy.role'}, 'nfs_role': {'file': 'indigo-dc.nfs', 'type': 'tosca.artifacts.AnsibleGalaxy.role'}, 'openvpn_role': {'file': 'indigo-dc.openvpn', 'type': 'tosca.artifacts.AnsibleGalaxy.role'}}, 'interfaces': {'Standard': {'configure': {'implementation': 'https://raw.githubusercontent.com/indigo-dc/tosca-types/dodas_roll/artifacts/lrms/slurm/slurm_wn_install.yml', 'inputs': {'slurm_front_end_ip': {'get_property': ['SELF', 'front_end_ip']}, 'wn_hybrid_cluster': {'get_property': ['SELF', 'hybrid']}, 'slurm_public_front_end_ip': {'get_property': ['SELF', 'public_front_end_ip']}}}}}}}",,29.0,0.0,0.0,23.0,0.0,37.0,4.57,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
682,"{'radon.nodes.datapipeline.source.ConsumeRemote': {'derived_from': 'radon.nodes.datapipeline.source.ConsumeDataEndPoint', 'metadata': {'targetNamespace': 'radon.nodes.datapipeline.source', 'abstract': 'false', 'final': 'false'}}}",,6.0,0.0,0.0,6.0,0.0,10.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1374,"{'org.ystia.haproxy.linux.ansible.nodes.HAProxyHTTP': {'derived_from': 'tosca.nodes.LoadBalancer', 'description': 'HAProxy Server for HTTP connection on linux', 'tags': {'icon': '/images/logo.png'}, 'requirements': [{'host': {'capability': 'org.ystia.haproxy.pub.capabilities.Container.HAProxy', 'relationship': 'tosca.relationships.HostedOn', 'occurrences': [1, 1]}}, {'application': {'capability': 'tosca.capabilities.Endpoint', 'relationship': 'org.ystia.haproxy.linux.ansible.relationships.HAProxyRoutesTo', 'occurrences': [0, 'UNBOUNDED']}}], 'interfaces': {'Standard': {'configure': {'inputs': {'PORT': {'get_property': ['SELF', 'client', 'port']}, 'MODE': 'http'}, 'implementation': 'playbooks/configure-route.yaml'}, 'delete': 'playbooks/delete-route.yaml'}}}}",,30.0,0.0,0.0,23.0,0.0,46.0,5.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,"{'tosca.nodes.indigo.HadoopSlave': {'derived_from': 'tosca.nodes.SoftwareComponent', 'metadata': {'icon': '/images/hadoop-wn.jpg'}, 'properties': {'master_ip': {'required': True, 'type': 'string'}}, 'artifacts': {'hadoop_role': {'file': 'indigo-dc.hadoop,master', 'type': 'tosca.artifacts.AnsibleGalaxy.role'}}, 'interfaces': {'Standard': {'configure': {'implementation': 'https://raw.githubusercontent.com/indigo-dc/tosca-types/master/artifacts/hadoop/hadoop_wn_install.yml', 'inputs': {'hadoop_master_ip': {'get_property': ['SELF', 'master_ip']}}}}}}}",,21.0,0.0,0.0,19.0,0.0,28.0,4.66,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
897,"{'starlings.nodes.DockerVolume': {'derived_from': 'tosca.nodes.Root', 'tags': {'icon': 'images/docker_volume.png'}, 'properties': {'host_path': {'type': 'string', 'required': True, 'description': 'Specifies where from the volume is mounted inside the host.'}, 'container_path': {'type': 'string', 'required': True, 'description': 'Specifies where the volume is mounted inside the container.'}}, 'capabilities': {'depends': {'type': 'starlings.capabilities.DockerVolume'}}, 'requirements': [{'hosted_on': {'capability': 'tosca.capabilities.Container', 'relationship': 'tosca.relationships.HostedOn', 'occurrences': [1, 1]}}, {'filesystem_endpoint': {'capability': 'starlings.capabilities.DockerVolumeAttachment', 'relationship': 'starlings.relationships.MountDockerVolume', 'occurrences': [1, 1]}}]}}",,29.0,0.0,0.0,25.0,0.0,59.0,5.09,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1159,"{'alien.test.nodes.TestComponentSource': {'derived_from': 'tosca.nodes.SoftwareComponent', 'requirements': [{'connect': {'capability': 'alien.test.capabilities.TestComponentConnects', 'relationship': 'alien.test.relationships.TestComponentConnectsTo', 'occurrences': [1, 1]}}, {'capa_upperbound_test': {'capability': 'alien.test.capabilities.CapaUpperBoundTest', 'relationship': 'alien.test.relationships.CapaUpperBoundTest', 'occurrences': [1, 2]}}, {'req_upperbound_test': {'capability': 'alien.test.capabilities.ReqUpperBoundTest', 'relationship': 'alien.test.relationships.ReqUpperBoundTest', 'occurrences': [1, 2]}}, {'capa_to_be_deleted': {'capability': 'alien.test.capabilities.CapaToBeDeleted', 'relationship': 'alien.test.relationships.CapaToBeDeleted'}}]}}",,24.0,0.0,0.0,18.0,0.0,33.0,4.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,"{'org.alien4cloud.mock.pub.nodes.AbstractMock': {'abstract': True, 'derived_from': 'tosca.nodes.Root', 'properties': {'duration': {'type': 'integer', 'description': 'The total duration for all operations (create, configure, start) in seconds.\nEach one is pondered in implementation.\n', 'required': True, 'default': 120}, 'variation': {'type': 'integer', 'description': 'The variation percent.\n20 means 20% of variation. Example, with an operation duration of 100s, if the\nvariation is 20%, the duration will be randomized between 80s and 120s.\n', 'required': True, 'default': 20, 'constraints': [{'in_range': [1, 100]}]}, 'log_length': {'type': 'integer', 'default': 2000, 'description': 'Words count in the generated logs.\n'}}}}",,25.0,0.0,0.0,20.0,0.0,81.0,5.74,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
461,"{'tosca.nodes.MiCADO.Edge.OCI': {'description': 'OCI edge node for MiCADO', 'derived_from': 'tosca.nodes.MiCADO.OCI.Compute', 'interfaces': {'Terraform': {'type': 'tosca.interfaces.MiCADO.Terraform'}}}}",,6.0,0.0,0.0,6.0,0.0,13.0,3.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2571,"{'yorc.test.relationships.TestComponentOnContainer': {'derived_from': 'tosca.relationships.HostedOn', 'valid_target_types': ['yorc.test.capabilities.TestContainerCapability']}}",,4.0,0.0,0.0,3.0,0.0,5.0,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
764,"{'tosca.nodes.SoftwareComponent': {'metadata': {'puccini.normative': 'true', 'specification.citation': '[TOSCA-Simple-Profile-YAML-v1.2]', 'specification.location': '5.9.4'}, 'description': 'The TOSCA SoftwareComponent node represents a generic software component that can be managed and run by a TOSCA Compute Node Type.', 'derived_from': 'tosca.nodes.Root', 'properties': {'component_version': {'description': ""The optional software component's version."", 'type': 'version', 'required': False}, 'admin_credential': {'description': 'The optional credential that can be used to authenticate to the software component.', 'type': 'tosca.datatypes.Credential', 'required': False}}, 'requirements': [{'host': {'capability': 'tosca.capabilities.Compute', 'node': 'tosca.nodes.Compute', 'relationship': 'tosca.relationships.HostedOn'}}]}}",,23.0,0.0,0.0,21.0,0.0,71.0,5.64,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
236,"{'org.alien4cloud.doc.kube.containers.nodes.Apache': {'derived_from': 'tosca.nodes.Container.Application.DockerContainer', 'capabilities': {'http_endpoint': {'type': 'org.alien4cloud.doc.kube.containers.capabilities.Http'}}, 'interfaces': {'Standard': {'create': {'implementation': {'file': 'httpd:latest', 'repository': 'docker', 'type': 'tosca.artifacts.Deployment.Image.Container.Docker'}}}}}}",,12.0,0.0,0.0,12.0,0.0,17.0,3.97,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,"{'tosca.nodes.indigo.Container.Application.Docker': {'derived_from': 'tosca.nodes.Container.Application.Docker', 'properties': {'command': {'required': False, 'type': 'string'}, 'uris': {'required': False, 'type': 'list', 'entry_schema': {'type': 'string'}}, 'environment_variables': {'required': False, 'type': 'map', 'entry_schema': {'type': 'string'}}, 'constraints': {'required': False, 'type': 'list', 'entry_schema': {'type': 'list', 'entry_schema': {'type': 'string'}}}, 'secrets': {'required': False, 'type': 'map', 'entry_schema': {'type': 'string'}}, 'labels': {'required': False, 'type': 'map', 'entry_schema': {'type': 'string'}}, 'privileged': {'required': False, 'type': 'boolean', 'default': False}, 'force_pull_image': {'required': False, 'type': 'boolean', 'default': False}}}}",,41.0,0.0,0.0,41.0,0.0,66.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
